pair_id,sentences_mean,sentences_min,sentences_max,sentences_med,title,n1_title_n2_text,n2_title_n1_text,n1_title_n1_text,n2_title_n2_text,start_para,end_para,ner,tf_idf,wmd_dist,geography,entities,time,narrative,overall
1484011141_1484931264,0.5014588933151501,0.1986505538225174,1.000000238418579,0.47042466700077057,-0.021140113472938538,0.31615787744522095,0.31615787744522095,0.5936188697814941,0.5936188697814941,0.37025895714759827,0.28913751244544983,0.14634146341463414,0.2740398665096507,0.05468742529336634,3.6666666666666665,3.0,2.6666666666666665,3.0,3.0
1484012251_1483995404,0.18500290385314397,0.06865964829921722,0.22658875584602356,0.2197427600622177,-0.019259290769696236,-0.03935862332582474,-0.03935862332582474,0.7413253784179688,0.7413253784179688,0.03229011222720146,0.1122121810913086,0.0,0.019480752578776565,0.16008957909596847,4.0,4.0,3.333333333333333,4.0,4.0
1484010577_1484258986,0.35873027697757437,0.24220781028270721,0.5038594603538513,0.36022138595581055,0.1067778691649437,0.06379276514053345,0.06379276514053345,0.37922602891921997,0.37922602891921997,0.21914422512054443,0.10999798774719238,0.047619047619047616,0.052639804485726145,0.11463721233626968,4.0,4.0,2.333333333333333,2.6666666666666665,4.0
1483806109_1484307854,0.1944219507277012,0.11313770711421967,0.2392301708459854,0.21265996247529984,0.10535374283790588,0.16446149349212646,0.16446149349212646,0.1549912542104721,0.1549912542104721,0.054389599710702896,0.054389599710702896,0.0,0.026941829449183063,0.15521158532787935,2.6666666666666665,3.333333333333333,3.0,3.333333333333333,3.6666666666666665
1484763364_1484396470,0.17596960564454397,-0.00028079375624656677,0.3568226993083954,0.17839370667934418,0.7303609848022461,0.1754719316959381,0.1754719316959381,0.836750328540802,0.836750328540802,0.17259646952152252,0.12460918724536896,0.0,0.0,0.2532911028810269,1.0,1.3333333333333333,1.0,1.0,1.0
1484008387_1484164543,0.5807873631517092,0.3563055098056793,0.8053945899009705,0.5854711532592773,0.7552965879440308,0.69428551197052,0.69428551197052,0.9337234497070312,0.9337234497070312,0.786434531211853,0.786434531211853,0.21428571428571427,0.43779126647948685,0.14250969254429025,1.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333
1484188859_1483828027,0.19275323301553726,0.09710163623094559,0.29169777035713196,0.17959672212600708,0.16422301530838013,0.12660697102546692,0.12660697102546692,0.7476016879081726,0.7476016879081726,0.14146694540977478,0.08346667885780334,0.0,0.047919925664048534,0.11104654039369981,2.6666666666666665,4.0,2.0,4.0,4.0
1484009419_1484201245,0.4317380300221535,-0.02864035591483116,0.6945472359657288,0.4794379621744156,0.5571171641349792,0.4902471601963043,0.4902471601963043,0.6872879266738892,0.6872879266738892,0.6563310623168945,0.5271885991096497,0.0,0.40284006342662765,0.27690031483335803,4.0,3.0,1.0,2.0,2.6666666666666665
1484701886_1483995327,0.6293383620002053,0.33643096685409546,0.8521287441253662,0.6856293678283691,0.6556675434112549,0.6690875887870789,0.6690875887870789,0.7280511856079102,0.7280511856079102,0.7213047742843628,0.6862044334411621,0.28,0.46812181292535293,0.06368778785646677,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333
1484010878_1484010762,0.21162322894842536,0.10526039451360703,0.46586424112319946,0.20933955907821655,-0.0009744791314005852,0.06063190847635269,0.06063190847635269,0.5367716550827026,0.5367716550827026,0.17643362283706665,0.1384604126214981,0.022222222222222223,0.036856242689380536,0.158025891389338,4.0,4.0,1.0,3.5,4.0
1484401425_1484325303,0.45329212595005425,0.291394978761673,0.7081730961799622,0.43453866243362427,0.611106276512146,0.5966657400131226,0.5966657400131226,0.9131125807762146,0.9131125807762146,0.7130144834518433,0.42515552043914795,0.13793103448275862,0.3128273038021737,0.08252925708204699,1.0,2.0,1.0,2.0,1.6666666666666667
1484012307_1483858039,0.5370343493090736,0.24723681807518005,0.9811819195747375,0.5284457802772522,0.5463783144950867,0.4667779207229614,0.4667779207229614,0.6176143884658813,0.6176143884658813,0.6613469123840332,0.6049262285232544,0.060240963855421686,0.34803738633274417,0.07982896538473384,1.6666666666666667,2.0,1.0,1.0,1.6666666666666667
1484759177_1483971785,0.3124885147526151,0.18716740608215332,0.48127561807632446,0.3079270124435425,0.008730610832571983,0.060213543474674225,0.060213543474674225,0.6631385684013367,0.6631385684013367,0.20969393849372864,0.2775168716907501,0.0,0.04235430586591341,0.09692105894160827,4.0,4.0,1.6666666666666667,4.0,4.0
1484037350_1484183400,0.647178087915693,0.3110595941543579,0.8198277950286865,0.6731317043304443,0.7234264016151428,0.8203885555267334,0.8203885555267334,0.7947845458984375,0.7947845458984375,0.7687769532203674,0.7687769532203674,0.3448275862068966,0.5006022991193498,0.11712662156993052,1.0,1.5,1.0,1.0,1.0
1484037526_1484138375,0.5747658677247106,0.2754886746406555,0.772264301776886,0.6049068570137024,0.518820583820343,0.6775696277618408,0.6775696277618408,0.7063792943954468,0.7063792943954468,0.7472645044326782,0.7020426988601685,0.27906976744186046,0.5060054721042734,0.08336892237148642,1.3333333333333333,1.6666666666666667,1.0,2.0,1.3333333333333333
1484188814_1484188819,0.5734597647190094,0.37442946434020996,0.9999996423721313,0.5194292664527893,0.6476383805274963,0.4271405339241028,0.4271405339241028,0.710976779460907,0.710976779460907,0.4204016327857971,0.6322882771492004,0.36363636363636365,0.4562239241021941,0.08546712915353488,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,2.6666666666666665
1484189099_1484230590,0.38607691867010935,0.10357251763343811,0.6345314979553223,0.39647141098976135,0.23257535696029663,0.40873903036117554,0.40873903036117554,0.5319079756736755,0.5319079756736755,0.6264966726303101,0.48183324933052063,0.21739130434782608,0.1253344684885409,0.1206092115854776,1.6666666666666667,2.6666666666666665,1.0,2.6666666666666665,3.0
1484190749_1484026894,0.17058431496843696,0.08683447539806366,0.39863428473472595,0.1504332199692726,-0.009801719337701797,-0.00820053182542324,-0.00820053182542324,0.5654135346412659,0.5654135346412659,0.18656909465789795,0.41021788120269775,0.0,0.054773800036905074,0.2586775023726977,4.0,4.0,4.0,4.0,4.0
1484010434_1484050658,0.551459879559629,0.22521215677261353,0.8749061822891235,0.5615837275981903,0.6355761289596558,0.6993871927261353,0.6993871927261353,0.6524612903594971,0.6524612903594971,0.8280333876609802,0.7107663154602051,0.15384615384615385,0.6131312738615297,0.07144518964584022,1.6666666666666667,2.0,1.3333333333333333,2.0,1.6666666666666667
1484037285_1484231118,0.32403541675635744,0.18824368715286255,0.5189505815505981,0.3120012581348419,-0.03514919430017471,0.009661626070737839,0.009661626070737839,0.30464309453964233,0.30464309453964233,0.3424960970878601,0.3424960970878601,0.0,0.05375921089586262,0.18773183377161706,1.3333333333333333,4.0,2.6666666666666665,4.0,4.0
1507500205_1483823477,0.5246529256025058,0.12281826138496399,0.7806437611579895,0.5431889891624451,0.4825062155723572,0.686812162399292,0.686812162399292,0.7209545373916626,0.7209545373916626,0.7159367203712463,0.45024573802948,0.06451612903225806,0.25254064259284176,0.06707779183463325,1.0,3.333333333333333,1.3333333333333333,1.6666666666666667,2.0
1484759945_1484273586,0.5952589852469308,0.518646776676178,0.7367779016494751,0.5462555885314941,0.5049513578414917,0.6222565174102783,0.6222565174102783,0.8626311421394348,0.8626311421394348,0.7518097758293152,0.7518097758293152,0.2222222222222222,0.4327167752309686,0.12283090606118678,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333
1484396961_1484113101,0.2686510185400645,0.1756250262260437,0.3525870144367218,0.274010106921196,0.05415729433298111,0.2082657516002655,0.2082657516002655,0.9069849252700806,0.9069849252700806,0.23177097737789154,0.23177097737789154,0.0,0.03694157787976262,0.18779754978093383,2.875,3.75,1.0,3.75,3.875
1484034739_1483971502,0.5273927059024572,0.3588266670703888,0.6779710650444031,0.5505375862121582,0.12781794369220734,0.09628821164369583,0.09628821164369583,0.4000300168991089,0.4000300168991089,0.6172367334365845,0.3576364815235138,0.3333333333333333,0.29352339985447123,0.07946191793739403,1.6666666666666667,2.6666666666666665,1.0,2.333333333333333,2.0
1483806234_1484051122,0.5328136492859233,0.3132959008216858,0.8795642256736755,0.5177924633026123,0.4067382216453552,0.49186962842941284,0.49186962842941284,0.7615512609481812,0.7615512609481812,0.5477951765060425,0.34194135665893555,0.11627906976744186,0.2495558359237665,0.10004334917067606,1.6666666666666667,2.333333333333333,1.0,3.0,2.333333333333333
1484395033_1483776272,0.39837711790333624,0.15208406746387482,1.0000008344650269,0.2415345460176468,0.10313169658184052,0.09563346207141876,0.09563346207141876,0.5967844724655151,0.5967844724655151,0.4027232527732849,0.1053425520658493,0.08333333333333333,0.2069978852433104,0.08458038325829281,4.0,4.0,2.333333333333333,4.0,4.0
1484399055_1484221739,0.45918163920150085,0.1958485096693039,0.818620502948761,0.43221473693847656,0.6585733890533447,0.7322008609771729,0.7322008609771729,0.7496194243431091,0.7496194243431091,0.6311686635017395,0.5435149073600769,0.2619047619047619,0.38218727212696846,0.07014578019393715,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333
1484010782_1484238046,0.22198922661217776,0.13119183480739594,0.3871510624885559,0.23007380217313766,0.1118873804807663,0.2909339666366577,0.2909339666366577,0.5300207138061523,0.5300207138061523,0.3098631799221039,0.24253463745117188,0.0,0.01423647364215688,0.12885811538407346,4.0,4.0,2.0,4.0,4.0
1484191118_1484925367,0.2818354746947686,0.12478194385766983,0.3542492091655731,0.28233014047145844,0.10160043090581894,0.17107975482940674,0.17107975482940674,0.7547977566719055,0.7547977566719055,0.24378898739814758,0.24378898739814758,0.06666666666666667,0.03051574532011032,0.10555742114497689,4.0,3.333333333333333,1.3333333333333333,3.333333333333333,4.0
1484759960_1483798636,0.35708268336495574,0.15732771158218384,0.579970121383667,0.36932505667209625,0.12177477777004242,0.3843689560890198,0.3843689560890198,0.5548421144485474,0.5548421144485474,0.5377033948898315,0.41396692395210266,0.0379746835443038,0.11870472076042536,0.11530093462234821,3.0,2.0,1.0,3.0,4.0
1507536783_1484348111,0.3289130832684242,0.1414090245962143,0.6220954656600952,0.35141342878341675,0.016494320705533028,0.18368303775787354,0.18368303775787354,0.6979184746742249,0.6979184746742249,0.3471786081790924,0.44969022274017334,0.06944444444444445,0.1217312379214258,0.057024223455239845,2.0,3.6666666666666665,2.6666666666666665,3.0,3.6666666666666665
1484395970_1484153333,0.18824603847968271,0.06294846534729004,0.3843402862548828,0.17267140746116638,0.044540561735630035,0.04502417892217636,0.04502417892217636,0.5654698610305786,0.5654698610305786,0.17859019339084625,-0.09042249619960785,0.043478260869565216,0.03561825924863869,0.15809645381078677,2.0,4.0,2.0,4.0,4.0
1484010809_1484223087,0.46975691423371985,0.34323376417160034,0.6434617042541504,0.46937301754951477,0.4757934808731079,0.35095685720443726,0.35095685720443726,0.5315561890602112,0.5315561890602112,0.47307947278022766,0.32314765453338623,0.04,0.23972816774820527,0.060070994539937125,1.0,2.5,1.0,2.0,3.0
1484188243_1483769841,0.41980285942554474,0.2915923297405243,0.532517671585083,0.42574214935302734,0.4294697642326355,0.47754940390586853,0.47754940390586853,0.6558231711387634,0.6558231711387634,0.5406196713447571,0.5406196713447571,0.1875,0.21326180147211646,0.08644298309287624,1.0,2.0,1.0,2.6666666666666665,2.333333333333333
1484036056_1484018268,0.3724522888660431,0.14121101796627045,0.6531964540481567,0.3697666525840759,0.09073357284069061,0.0747646763920784,0.0747646763920784,0.5897722244262695,0.5897722244262695,0.08313359320163727,0.3873332738876343,0.0,0.10587648281739889,0.09694761122900633,4.0,4.0,2.0,4.0,4.0
1484699181_1483919695,0.7719366380146572,0.4855239987373352,1.000000238418579,0.7565887272357941,0.44852232933044434,0.5304077863693237,0.5304077863693237,0.6310925483703613,0.6310925483703613,0.6382043361663818,0.5543904304504395,0.21052631578947367,0.6292482569698074,0.062441125327611854,1.0,2.0,1.5,1.5,2.0
1484188422_1484187925,0.44953863471746447,0.19972774386405945,0.6735031008720398,0.45032738149166107,0.7267235517501831,0.44257083535194397,0.44257083535194397,0.48897603154182434,0.48897603154182434,0.26685985922813416,0.4443061947822571,0.1590909090909091,0.3563369448465435,0.08573088985390778,1.6666666666666667,2.333333333333333,1.0,3.333333333333333,3.0
1484033131_1484067215,0.3040879671510897,0.11853131651878357,0.658676266670227,0.2826804518699646,0.08606235682964325,0.15378662943840027,0.15378662943840027,0.7041090726852417,0.7041090726852417,0.3117091655731201,0.46359267830848694,0.03773584905660377,0.05232178486932923,0.0732537800640612,1.0,3.0,1.3333333333333333,4.0,3.333333333333333
1484190337_1484139177,0.6571343724544232,0.5121376514434814,0.9358148574829102,0.677579402923584,0.6885535717010498,0.669324517250061,0.669324517250061,0.7813630104064941,0.7813630104064941,0.8395649790763855,0.785403847694397,0.3103448275862069,0.5033904488048448,0.059559761341054285,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0
1498601317_1483894995,0.2954839766025543,0.2954839766025543,0.2954839766025543,0.2954839766025543,0.2609144151210785,0.301571249961853,0.301571249961853,0.7300420999526978,0.7300420999526978,0.18023565411567688,0.16597656905651093,0.0,0.005015796187922124,0.23941922783265293,4.0,4.0,2.333333333333333,4.0,4.0
1484451939_1483782560,0.5601545550993511,0.2678235173225403,0.8609395027160645,0.5558251738548279,0.5322225093841553,0.6455758810043335,0.6455758810043335,0.7527581453323364,0.7527581453323364,0.5899338126182556,0.6126939654350281,0.06521739130434782,0.4034106307561877,0.1634987107084485,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.0
1484109922_1484070585,0.3704956408057894,0.1641332060098648,0.9999994039535522,0.3061526417732239,0.11705092340707779,0.12006548047065735,0.12006548047065735,0.7247718572616577,0.7247718572616577,0.21743588149547577,0.21743588149547577,0.18181818181818182,0.0979924789099612,0.13341102647850703,3.333333333333333,4.0,1.0,3.6666666666666665,4.0
1484011108_1483942482,0.5170563691192203,0.3013591766357422,0.6766456365585327,0.5528936386108398,0.529150128364563,0.540743350982666,0.540743350982666,0.7444575428962708,0.7444575428962708,0.7001738548278809,0.7001738548278809,0.34782608695652173,0.37109719856010276,0.1053023469639154,1.0,2.0,1.0,2.0,1.6666666666666667
1484188579_1483915172,0.5559268295764923,0.31185799837112427,0.9893045425415039,0.47793370485305786,0.687585711479187,0.4715782403945923,0.4715782403945923,0.45365434885025024,0.45365434885025024,0.6174526810646057,0.6174526810646057,0.3076923076923077,0.4620183208265697,0.09460838598546094,1.0,1.3333333333333333,1.0,1.0,1.0
1484010981_1483980655,0.5546095033486684,0.24190327525138855,0.9927482604980469,0.554479718208313,0.6060987710952759,0.6695564985275269,0.6695564985275269,0.82501620054245,0.82501620054245,0.7316280603408813,0.5543901920318604,0.14,0.5520320750180605,0.05657906359437856,1.3333333333333333,3.0,1.0,1.6666666666666667,2.333333333333333
1484036411_1484054675,0.6764555608524996,0.18269526958465576,0.9999998807907104,0.6961498260498047,0.6704159379005432,0.5422153472900391,0.5422153472900391,0.7857780456542969,0.7857780456542969,0.7002218961715698,0.6717631816864014,0.21212121212121213,0.5741372927287047,0.07740140669466106,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0
1484034507_1483929758,0.5489773069109235,0.24841734766960144,0.9999998211860657,0.487323522567749,0.4705643057823181,0.45313945412635803,0.45313945412635803,0.7351692914962769,0.7351692914962769,0.4275924861431122,0.4275924861431122,0.2,0.3103597528422292,0.11130667833770788,1.0,1.5,1.0,2.0,2.5
1484008954_1484258247,0.4430329253276189,0.2876952588558197,0.9999994039535522,0.3118031620979309,0.13263671100139618,0.21684080362319946,0.21684080362319946,0.6894428730010986,0.6894428730010986,0.39506685733795166,0.39506685733795166,0.3157894736842105,0.31084329812562556,0.1184288488926469,1.6666666666666667,4.0,2.0,4.0,4.0
1483805310_1483968177,0.2715601349870364,0.16898378729820251,0.3429611921310425,0.2813379466533661,0.2209591567516327,0.2128058671951294,0.2128058671951294,0.20091906189918518,0.20091906189918518,0.10584647953510284,0.2505166828632355,0.0,0.022947314184812207,0.10335811701315654,4.0,4.0,3.0,4.0,4.0
1484201854_1484199265,0.6131015360355377,0.334846556186676,0.8568273782730103,0.6362859606742859,0.8398841619491577,0.7527398467063904,0.7527398467063904,0.679503858089447,0.679503858089447,0.8859378099441528,0.4474793076515198,0.25925925925925924,0.49334019633381393,0.07493328435745439,1.0,1.4,1.0,1.6,1.4
1484188524_1484648268,0.1800475794483315,0.06714190542697906,0.36289671063423157,0.17407922446727753,0.1445769965648651,0.12793226540088654,0.12793226540088654,0.5828335881233215,0.5828335881233215,0.14907079935073853,0.13354068994522095,0.0,0.02674636156917853,0.18666374961379892,2.333333333333333,4.0,1.0,4.0,4.0
1484182697_1483892444,0.5188896106822151,0.2306033968925476,0.7461208701133728,0.5374051332473755,0.3793945610523224,0.39348870515823364,0.39348870515823364,0.48830312490463257,0.48830312490463257,0.5314640402793884,0.4746890664100647,0.0,0.2632152559562795,0.07372871720611911,1.0,2.6666666666666665,1.0,2.333333333333333,2.6666666666666665
1484012380_1484134546,0.35165323813756305,0.14802266657352448,0.590722918510437,0.3344460725784302,0.37000522017478943,0.27430853247642517,0.27430853247642517,0.7476516366004944,0.7476516366004944,0.18596681952476501,0.1299821436405182,0.13793103448275862,0.13300419056503412,0.099896586489561,1.3333333333333333,2.0,1.6666666666666667,3.333333333333333,3.0
